investment_class,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd,fund_ratio_net_annual_expense,pb_ratio,ps_ratio,mmc,pc_ratio,pe_ratio,bb_rating,below_b_rating,others_rating,maturity_bond,b_rating,a_rating,aaa_rating,aa_rating,bbb_rating,duration_bond,portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation,2014_category_return,2012_return_category,years_up,2018_return_category,category_return_1year,cash_percent_of_portfolio,2011_return_category,ytd_return_fund,years_down,2014_return_fund,category_return_1month,2013_return_fund,fund_return_3months,ytd_return_category,2017_category_return,1_year_return_fund,2015_return_fund,portfolio_convertable,3_months_return_category,portfolio_others,2016_return_fund,stock_percent_of_portfolio,2016_return_category,2011_return_fund,2010_return_fund,fund_return_3years,2012_fund_return,2018_return_fund,2017_return_fund,category_ratio_net_annual_expense,category_return_2015,1_month_fund_return,bond_percentage_of_porfolio,portfolio_preferred,2010_return_category,2013_category_return,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category,category_r_squared_5years,5yrs_sharpe_ratio_fund,5_years_alpha_fund,5years_fund_r_squared,5years_fund_std,5yrs_sharpe_ratio_category,5_years_beta_fund,5yrs_treynor_ratio_fund,5_years_return_mean_annual_fund,5_years_return_mean_annual_category,5yrs_treynor_ratio_category,5_years_return_fund,5_years_alpha_category,5_years_beta_category,5years_category_std,5_years_return_category,10years_category_r_squared,10yrs_sharpe_ratio_fund,10_years_alpha_fund,10years_fund_r_squared,10years_fund_std,10yrs_sharpe_ratio_category,10_years_beta_fund,10yrs_treynor_ratio_fund,10_years_return_mean_annual_category,10yrs_treynor_ratio_category,10_years_return_fund,10_years_alpha_category,10_years_beta_category,10years_category_std,10_years_return_mean_annual_fund,10_years_return_category
1.0,-0.03584686887043421,0.3254380071319055,-0.06567272448209843,0.02806077457658361,-0.024396884085206762,-0.11919943506949084,-0.3679127808184714,-0.05056438913667324,-0.19975782499284794,-0.013373390659371015,-0.17483422390181835,0.0262702690866472,-0.04380533556803073,0.19705495514921093,0.15306559077198054,0.057014677342716084,-0.17162443374706854,0.19076411955988495,0.10617750014051891,0.0844917623101454,0.09517817045708377,0.10407703383360767,-0.23663928276779284,0.10541123029980641,0.009755574487952855,-0.08181178630616778,-0.46383771925097245,-0.10060337694506451,-0.26747697687687727,0.026711030357788018,0.13459275117729613,-0.21232602330467765,-0.05998502661332245,-0.11883424552555522,-0.011611454734900422,0.05107638584519839,-0.13818747709847595,0.0628367254803464,0.1416228866356649,-0.36608422081345643,-0.0714983295146298,-0.04974055700097107,-0.1677718148174324,-0.16811433442613447,-0.3623298305928286,-0.3491770449712581,-0.38180515722830466,-0.16724975591640814,-0.1735081520508541,0.033561863941679516,-0.3491770449712581,0.018497771751539365,0.1819671247187632,-0.26016102516922557,0.152241193414083,0.11150465080635251,-0.15461279084061091,-0.3326412835743821,-0.11978180009931777,0.0005717198430499004,-0.3723952269236498,-0.07007878610097798,-0.169110671409725,-0.22705936898611023,0.251079540745474,0.06546339381709516,-0.15714770938922085,-0.16690592640320678,-0.021120952875368443,-0.14488447805049015,-0.29755212633746747,-0.14214203378176182,-0.08543595787768621,-0.32965268499872324,-0.1756159458015904,-0.1483788763736396,-0.2403079790524526,-0.2813375900640998,-0.11766501880959324,-0.20679446094709544,-0.1980724192522343,-0.1766424271662425,-0.36237237330311306,-0.17652508077345339,-0.129178730336937,-0.14288498354208962,-0.1375863334300061,-0.21915506816320696,-0.03737452257160209,-0.15424323151918276,-0.04256623398093083,-0.30945440315861206,-0.22219486858507714,-0.15295381765496036,-0.30018270973075406,-0.1259588675131073,-0.2620670931108399,-0.28699341050239247,-0.326083357124022,-0.19359502474649823,-0.031602875295791893,-0.02190774753394665,-0.13381996767817006,-0.18681821845678678,-0.01439725646201304,-0.051900204682830145,-0.008600207626107172,-0.16702669928689987,0.07657286063326817,-0.20198933131518054,0.055756263105059226,-0.17295400459655047,-0.2650288931076246,-0.20362294926518104,-0.2547134495161447
-0.03584686887043421,1.0,0.002586457956637092,0.11057102386846873,-0.07156885013781945,0.05256143420525447,0.06043006057550845,0.02914641550450575,-0.1117697881095703,0.027761099276634563,-0.0008471318950769673,0.1233522005210018,-0.0038319795808316325,0.0036149551351938774,-0.02831471940872085,-0.009060362836550647,-0.024432020750701028,-0.008225317842131263,-0.02194526890906451,-0.017730566855860976,0.022678517603306504,-0.027539980798412644,-0.016653525930661908,-0.00262573784971744,0.014026965870491955,0.013666014373721827,0.004538148097391683,0.046325307053762844,0.026729065494618818,0.05080006186552661,-0.018416754027377347,0.001960220346648009,0.02349042666960848,0.03473666736140869,0.06464198733881912,0.08215263306059736,-0.0008445447757422803,0.031372599205985244,-0.026649875866291795,-0.027427671648179833,0.030038455909717102,0.023748324152486257,0.04861935224165189,0.040392401757327556,0.05954388308520054,0.032789898198663396,0.039907321819037805,0.05911215931231686,0.044233432613548236,0.04252834617149745,-0.012786946483583809,0.039907321819037805,-0.02900037551805105,0.01843293782720033,0.04372253004883613,-0.0026431470280407787,0.0007050384888103393,0.047327661026606536,0.0785488780173397,0.0764438365311804,0.02408235410929664,0.055406964095946885,-0.029562136936124573,0.02577288994638282,0.04365424941045842,-0.03172337326106816,-0.007628894554581683,0.052807765182211815,0.05445398053622284,0.011903912606705288,0.051828568799963455,0.014461168068331176,0.0911091332647898,0.02096687705520271,0.07394990278431442,0.02184898033983703,0.08418483848696155,0.009433736322126931,0.021412296040790754,0.010137294909882058,0.04783550165379687,0.04287906459313784,0.05376110827275128,0.05104156957593281,0.05431849857919325,0.11007337818867768,0.054060740540617006,0.10208530804325999,0.03470513315446664,0.035253029253051564,0.04246814353154867,0.017264713518092646,0.10213107810859605,0.0328935811820826,0.03556487583655345,0.10660870422144894,0.008883965895463725,0.02674807727118982,0.014539619938147907,0.05603211482979713,0.0509452025316395,0.13035853968819014,0.047831971581768114,0.12381992094297088,0.07365233695176199,0.03532710616388699,0.03562292416495043,0.0069071203126754846,0.028413175038324964,-0.00016287595094288448,0.11911027418048986,-0.004439196015662407,0.01203274598340449,0.014906412023789298,0.11476151250059112,0.045652743006643653
0.3254380071319055,0.002586457956637092,1.0,0.0823607466248996,0.07856715566131349,-0.005547001096682149,-0.15622449844028458,-0.35069068344180626,-0.20819648341405916,-0.2039170465340785,-0.02009500567835645,-0.24232703784938978,0.03548913585536856,-0.04318028228029232,0.4304233190783401,0.35380199058744893,0.13306564672868884,0.013004189791397022,0.41395257600917407,0.20655819198327208,0.1196374516331074,0.13311324988928885,0.29448460800009096,-0.056248760824284,-0.001431768073348873,-0.21950919611464487,-0.19658175639250466,-0.4487994382010146,-0.18120743786854507,-0.32672453646299515,0.046245504340368705,0.04702889384278632,-0.25449375042572325,-0.11103491389828217,-0.13314893548827347,-0.05061019129776829,0.2115252085868829,-0.030289248008907105,0.0320876951296989,0.2407045953809521,-0.348638018730935,-0.13897840677943515,-0.09208668872994587,0.16213139364349322,-0.3542912076338496,-0.3477238451468857,-0.3903068157282654,-0.3598893031109622,0.00224875208706925,-0.11762080090528929,0.05669947606677088,-0.3903068157282654,0.045706255037606794,0.006571494116637515,-0.49322890258373037,-0.04048613431381977,0.21714173486988195,-0.21497353471113761,-0.29097783550588235,-0.1271622738578508,0.19290027983952082,-0.3278236670841776,-0.1733017859692907,-0.12198539249089929,0.09963443958054408,0.4959082605363867,0.10739926826002627,-0.22082514608711273,-0.3675484165028425,-0.008056981678526044,0.23244237421161904,-0.42613869631809603,0.04608216619314422,-0.08624516531848049,-0.30166827888952685,-0.1546551921315009,-0.21900391011280063,-0.38068926686544063,-0.24203437700481945,0.252355196501247,-0.2968019140309178,-0.1372558615631413,-0.2540964426667125,-0.3836799262948284,-0.2635635072515691,0.016137648139621194,0.15619175944522654,-0.19286434342721334,-0.3296636679298342,0.0849875770171387,-0.12391146593691514,-0.04215209999572378,-0.30234950418491713,-0.3865379222107557,-0.21497581694373671,-0.27615640828907406,0.16098055347650791,-0.20182943718303287,-0.3985262799570388,-0.3593012971247123,-0.3176446189786075,-0.003316227452170401,0.24271870971367884,-0.21655118794308117,-0.31370510168533056,-0.0046458937530628455,-0.04090980972359324,-0.01242442963017562,-0.1623641919688637,0.13400553727711884,-0.2574350733202424,0.371695973799302,-0.12254617366501996,-0.37573248926108205,-0.2660831014380907,-0.3271388450003632
-0.06567272448209843,0.11057102386846873,0.0823607466248996,1.0,-0.1437291530469743,0.0010283307197423706,-0.03294254288547548,0.11187447791846442,-0.24266868246300086,0.05210294728308367,-0.003660837087604049,0.07056871108343424,0.014615053316733965,0.01627921193370397,0.04155074614627328,0.062084777876764266,0.035501479917115386,0.04782506698988072,0.048807202564412344,0.059313839686049814,0.027194441814141098,0.043601601492285535,0.06037310789826449,0.016702360620642284,-0.00958682932724641,0.015211172493826999,-0.0022044021720092183,0.07290383406284705,-0.011055116776447327,0.027581972533857673,0.003623996960014518,0.003956989014548905,0.03591351094147506,0.11128986703608215,0.16772312713204668,0.18235286289708086,-0.007436280344709581,0.0299721577257249,-0.13798721959934984,-0.006734919055147414,0.11528640673147476,0.0203350115227658,0.20460025296237008,0.027919812692507238,0.12062497197805824,0.12640279436333637,0.04937510836489076,0.09026743589187837,0.22128192205054317,0.11677034032185693,0.009638257237266218,0.04937510836489076,-0.06228349740915174,0.18137385008115298,0.010340004826517531,0.1132138702655605,0.08205657499391189,0.17579642026228734,0.43398491232719866,0.1991804932788587,0.14596625136380278,0.21091030886468357,-0.055143815584344634,-0.04389761566718015,0.12471592406005735,0.04558040066949623,-0.002072179665640111,0.14535635478113992,0.09304014085997821,0.06034680794958692,0.32040685569453325,0.005480334182547153,0.5434215674549433,0.0015786712394731993,0.42436444582316113,0.23496209999784437,0.34375844829203056,0.1726028640167922,0.03045945601999068,0.015621682859733657,0.042968302869709485,0.007944701167890061,0.04444716590502581,0.05352400873253318,0.040216556137773724,0.5128079360686759,0.2726001690752474,0.2775737051120799,0.15394863168886055,0.06873122242551283,0.21035223083383134,0.05220733382896311,0.4038070449859796,0.01068506011566134,0.0018191227695141196,0.41148809378454304,-0.0011733715728394864,0.055489473836153415,0.0026209757445405735,0.04681112363062905,0.05749796226048866,0.3533054268550591,0.2263764110276099,0.20068120911120002,0.13690441036172327,0.1292595764145324,0.0921807894328971,0.009531137530383076,0.04316278033431216,0.01867788861081689,0.29601647915710305,0.007156046786372387,0.010712629252143772,0.0161659209464314,0.2857478182823491,0.06783283685505417
0.02806077457658361,-0.07156885013781945,0.07856715566131349,-0.1437291530469743,1.0,-0.03395569503283949,0.017935607254123215,-0.028786254744704247,-0.033389728577330254,-0.010394215110370739,0.0009936171907273413,-0.046420458960196385,0.004173851413051186,0.005547722039191259,0.042996744698448025,0.024591095706935365,-0.00693365813569803,-0.03228542343900247,0.04769545963206774,-0.05314853122407218,0.0476731167596326,-0.11717204988223318,0.02881259440920969,-0.014277967416099473,0.016012895646293036,0.018602583330811724,0.02452356474846362,-0.005948988801299953,0.057735995591559994,-0.021633305946740906,0.0490682317022316,0.017402162377678963,0.025049617401967948,-0.2706439327221006,-0.47496055797571907,-0.9705181357408235,-0.09384306144384261,-0.09248957136768485,0.1071913672675831,0.028006872115779093,-0.02816867164014899,-0.793718101248029,-0.262110160402193,-0.0037567046890928024,-0.3266588611088762,-0.03150892473678053,-0.01834625183019376,-0.02552838890977019,-0.08900124924200935,-0.002713250581675931,0.00160888844302636,-0.01834625183019376,0.05631714196476317,-0.1154540775614958,-0.004200311742438968,-0.09483531635024135,0.004441516178698288,-0.5013450067496583,-0.10554670221808732,-0.4746773491313863,-0.045998549595869534,-0.09685647674494878,0.012980260408098904,-0.030048557435461348,0.011994206595276814,-0.04445220450432139,0.015216068354723078,-0.505782708725603,-0.30779432941213897,-0.009747028908883511,0.02361792834376068,-0.022450768916646168,-0.0402814635435863,-0.02417823117775205,-0.10965042994944332,-0.10595663286067208,-0.21828458372800058,-0.13047238722628732,0.0016777179901784427,-0.0068737457285679695,-0.020632950900823357,0.07470336361874315,-0.06321800084852636,-0.03639419877541008,-0.05852441260531073,-0.22324574335313094,0.056871528340489357,-0.332350442804239,-0.2307423200066848,-0.09507929245505048,-0.20086657543843178,-0.03554688619669088,-0.2139111779152779,-0.04408204496790595,-0.08566486806599682,-0.20068255307944574,-0.0020064394598311584,-0.03269255148143241,-0.009902802575294923,-0.07145398656847603,-0.07342313816298796,-0.4430069654696665,0.023665740446459724,-0.462870062219878,-0.37686133059746607,-0.03502368678122028,-0.17497957396324487,-0.02193359495790679,0.04200739311383028,0.021558527166663847,-0.36301982662693755,0.02304575553892733,0.0004084828551674246,-0.005545140987373673,-0.36840051103275556,-0.03834190756963851
-0.024396884085206762,0.05256143420525447,-0.005547001096682149,0.0010283307197423706,-0.03395569503283949,1.0,-0.0031874683506638215,0.012566183450747085,-0.03230300884829166,0.003775772143978925,0.014362213980067765,0.0038241606276487577,0.009160185989725211,0.015289715740960145,-0.0284241914574009,0.006515301192945471,0.000159003757004441,-0.009937580747319518,-0.024558292408437887,0.015173088542244867,0.045310696764718224,-0.0045659497574884475,0.02020994672441015,0.00861563888471371,0.013591290327914033,0.00572532872766774,0.022048349772219197,0.00928907804532818,0.0017592503584646078,-0.010708440849353488,-0.004380285510156307,0.00423075848252074,0.02690479317257818,0.009568267536008817,-0.002614675604262111,0.03238656997804052,0.01566271940021481,0.03804197483166377,0.01089691805210619,0.006804515403740719,0.012520806459318247,0.027329535692186956,-0.000954557423094333,-0.021971869955056164,0.0155246003356678,0.010193118635594578,0.002971864072995108,-0.012845520325305509,0.014234746048825391,0.00831832645898989,-0.014907037172688127,0.002971864072995108,0.020295081271389164,0.02262026387018225,0.0029123263874434487,0.01624799654876395,0.0051658196983545655,0.03529698883579109,0.017248778640644374,0.006724994725303178,0.0035125780441829747,0.010707842953713416,-0.06932163604408384,0.02396318001055719,0.0034544588500429376,-0.006304617087134491,-0.020010326877097875,0.025052502238573977,0.016173108913523294,0.0031885994744049,-0.02088405692043799,0.0011576590041222623,0.02137136987434256,0.014466685967401739,0.016759570447419554,0.01810788785033949,0.03645749665851188,0.026017923532400518,-0.002402224642936891,-0.026835316328901335,0.012361612558804861,0.009937937945011036,0.03750636443694487,0.009146869701693894,0.03402913341971047,0.011887260270624709,-0.021935287273448918,0.006884157838246505,0.0191339702505874,0.044587534470897895,0.0023111690750904175,0.0029857404067439087,0.011116360205941662,0.031315946915183794,0.019553277402981475,0.00935552007409941,-0.021139715911839014,-0.0014747991022704071,-0.0009064535978184721,0.025552258614608456,0.012928780708760312,0.016445612592366918,-0.015149533091980878,0.009116375041849683,0.031645359859290546,-0.017382256709690475,-0.0038422444218126663,0.006140823587552925,-0.0069595971788766,-0.01851704586754231,0.017186615991198636,-0.02662381822374878,-0.004719717694533246,-0.008715960395179552,0.01712803794634901,0.008621158706625331
-0.11919943506949084,0.06043006057550845,-0.15622449844028458,-0.03294254288547548,0.017935607254123215,-0.0031874683506638215,1.0,0.11463867074793703,-0.03926751161872258,0.11555317243481639,-0.015656084870024463,0.5571015450932267,-0.04432926909600011,0.028121389925363633,-0.2812950596830152,-0.20783861341039372,-0.15083913692525194,-0.007858680528611573,-0.26475781611450255,-0.12291707559395475,0.16548327174319427,-0.08715487059937778,-0.1454653033515267,0.08767467997964458,0.21317364453304766,0.2511039208341603,-0.006517955634055653,0.2885300272397239,0.34222591473144737,0.2431226140824154,-0.05623460390330483,0.05260366583871965,0.10686942269866066,0.05587962543796214,0.03874904968068602,-0.03078819452069631,-0.0925072240348836,0.03911944698872126,0.004498395626983703,-0.15197530935923786,0.11487929330841098,0.020530062551434178,0.04949806580112346,0.40418404101711236,0.06748121323693682,0.1139182445529786,0.12738998201730012,0.31081244946044106,0.035733846032496575,0.048833885506083544,-0.015873481135900872,0.12738998201730012,0.028421620864199724,-0.19207312024053222,0.266549616579353,-0.21882000397046641,-0.1176963012837718,-0.08029093185448274,0.11111619025609512,0.030855137108256697,-0.05782960368350354,0.26943431206534285,-0.16871891199404263,0.05117703038533309,0.3111157102549946,-0.2882793419025734,-0.03170607310776735,-0.08739077463275298,0.07145132433207534,-0.00016447629939671604,0.0002831535081275825,0.026713705056199476,0.03974538695944211,0.00638863598698356,0.0982728184382756,0.08131947879954357,0.31129689541458777,0.002770906874062435,0.2597221524326327,0.011387395216668277,0.19664692098444203,0.19715074393811088,0.40482692660432373,0.14684758033966838,0.4496324234782098,-0.007389723990455157,0.11833153132793996,0.26578674090788607,0.009901278969487741,0.0613098640507082,0.07241562214035341,0.02140133494733021,0.08980188206058565,0.1232474370318935,0.13801689743288692,0.10512342654048164,0.14906959362913527,0.21464447783603413,0.058305931161126326,0.16637956104497503,0.4130572786308655,-0.06897635764309004,-0.05684023839855529,0.1515443498317167,0.013447247884277003,-0.00627326823275963,0.005330298173971054,0.004211064083944807,0.15289924266731805,-0.14743678191567489,0.012547754102022416,-0.14853966267256796,0.147032953590185,0.0634913268431091,0.009976922194376637,0.05196061504605667
-0.3679127808184714,0.02914641550450575,-0.35069068344180626,0.11187447791846442,-0.028786254744704247,0.012566183450747085,0.11463867074793703,1.0,0.050659783212026306,0.29182989402169124,0.015275688471107485,0.32390478017866975,-0.011799226285354384,0.09955337404782114,-0.21746716150013456,-0.14155265714141177,-0.1450121430557795,0.013513293049313573,-0.16934618788873534,-0.42247523072559034,-0.311953078100491,-0.3637101422881149,-0.3555894814844176,0.07043008825934782,0.05489443387157956,0.2464108443429091,0.26921996267304255,0.5911045415718523,0.22776031929161764,0.38684371407283824,0.15382724712748863,0.028378864117411886,0.35650686096981926,0.2115358105275052,0.34105417660173376,0.004438470893739046,-0.47282886309588024,0.2165601645329608,-0.34935979174602894,-0.31858744887913515,0.9906887919723852,0.12759939791038627,0.18412007206381828,-0.05077872872523792,0.5556781452297636,0.9647424433831515,0.8377572251120063,0.6035450203172488,0.2836516124728914,-0.05131692446436998,-0.038862690159238815,0.8377572251120063,-0.10171742524939957,0.2820069272113541,0.7543854072229425,0.3183964553088269,-0.27334509580855704,0.41688091107041964,0.7532727191093616,0.34773469916364846,-0.42499403986793766,0.6037280053196793,0.12449957614192811,-0.08695516181002486,0.12096676601452637,-0.6780567044633607,-0.023118695857147067,0.4067927288713702,0.5818629611713692,0.06812122839636069,-0.029999147206856144,0.6786226790548591,0.3897415801730307,0.29495302859446915,0.7734583276352152,0.3837254444847806,0.16501172747829948,0.6193162958004692,0.37513532717231524,-0.11398147294264002,0.7056652528638989,0.4554755712073231,0.17830678993927868,0.7645081792370685,0.2172466296432992,0.14155861661950678,-0.1005107005828221,0.1621803209870169,0.552337453797721,0.01330645449242202,0.330078079501484,0.07460342381305103,0.5980776156577327,0.6135273111891212,0.36462163326226166,0.5557251152807774,-0.1580230033008494,0.3991471466857102,0.6667179758653371,0.5908524265554908,0.2949511099332524,0.11176179348890507,-0.0935893630521678,0.18775702163595775,0.4469711737168477,0.15525615057124278,0.1298562291823601,0.018896161678993276,0.626563530562005,-0.032385912152194954,0.5489516718763885,-0.1494852600816229,0.22964733353523384,0.6436297662229907,0.55731989518828,0.7485540012506795
-0.05056438913667324,-0.1117697881095703,-0.20819648341405916,-0.24266868246300086,-0.033389728577330254,-0.03230300884829166,-0.03926751161872258,0.050659783212026306,1.0,0.033711196418507006,0.017786789055680527,-0.02562519831641056,0.009492966000440905,0.021481939013319015,-0.048250599612714745,-0.03931882072468032,-0.021989505616921,-0.0009024177863665897,-0.0307655354361441,-0.19922776890214774,-0.21729092640662123,-0.14581929061722218,-0.1764949182201277,-0.02941784272153339,0.036061302299631524,0.06535977867883869,0.09212097332432963,0.07083156427113617,0.038627398105232184,0.03714394906986442,0.060666827702064094,0.014686505937836982,0.07520854957446241,-0.040325595984829994,0.06259505750972037,-0.028410415447504576,-0.14249641753537948,-0.142668398653174,0.212829037933825,-0.1774315123096153,0.0509536887229491,0.20440457515083243,-0.08907791478068097,-0.08322304148940934,0.08265621879390009,0.042021964340360075,0.06079144180450578,0.04232012364595356,-0.15323262510747443,-0.17746410257202147,0.028027001897166302,0.06079144180450578,0.09460095017632453,0.014672900020911738,0.1162322081734678,0.05078908787817408,-0.20024889280665067,0.073853854605556,-0.049364990159641825,0.05400392630808792,-0.19841012406938413,0.0443463080703319,0.4508497251650695,-0.1396352975233277,-0.07074729988996725,-0.2183293479599609,0.030581347365139226,0.08937649054400433,0.08958038541441396,-0.009951659550557703,-0.16236790919877458,0.17028730166050443,-0.16544471287447104,0.025885154708382093,-0.030752307890555032,-0.031167140717097443,-0.1478673411412129,0.21462979410321567,-0.007833367914442061,-0.04915031813882203,0.01774878720791045,-0.033944988265293595,-0.2016418113843954,0.013516934425763587,-0.17694508848822119,-0.27636966055792767,-0.1780587203703339,-0.10575292506688183,0.17952379448885442,-0.24766025039535317,-0.03276059188558111,-0.010634539334221225,-0.11020675542903824,-0.04048232398102458,-0.04876863264023023,-0.13934061808244885,-0.04833743064059684,-0.06756710738404814,0.17759305405237316,-0.08405116810119521,-0.10051373181343147,-0.17574440161320456,-0.12079884011930711,-0.04803674919215468,0.11888944860106376,-0.1584703835935242,-0.02525740814870739,-0.0008885973214486323,0.05545999380092745,-0.0022683388463879094,-0.039277868285358175,0.003942062184860158,-0.01795463376263756,0.16792082195544097,-0.02400551259037661,0.004822833516344785
-0.19975782499284794,0.027761099276634563,-0.2039170465340785,0.05210294728308367,-0.010394215110370739,0.003775772143978925,0.11555317243481639,0.29182989402169124,0.033711196418507006,1.0,0.021395236856329776,0.27252965467975737,0.000269300437065013,0.05453664299285446,-0.10784708132567679,-0.06852647334179103,-0.06356989297110588,-0.017348703615698825,-0.08498256330485958,-0.16522175850155416,-0.05361827829365731,-0.16693115524411153,-0.13565561234391535,0.04007722304374118,0.039501261735441974,0.09024072440535515,0.12652365553897904,0.3358175296129518,0.14714262807988923,0.28861346040345687,0.006271619051202119,-0.00782890845295002,0.188796638496747,0.09887237778267101,0.0971647337489602,0.000450977481159742,-0.07652053572223909,0.1454699236155993,-0.061120300523147514,-0.10621833590680906,0.2907652169713917,0.039298917640602726,0.08696979309224831,0.05221843263714815,0.20661871667777,0.289203124146087,0.2980971788165348,0.25426382149969173,0.16537946986878763,0.07378112122447278,-0.017371762474189575,0.2980971788165348,-0.029158434784556354,-0.003705952698408064,0.28299582200257906,0.02307263759642609,-0.07506760695277873,0.12067880169305553,0.2891686963454811,0.09045647100458533,-0.018558922377156607,0.2397398824854308,0.04267082242587603,0.059567662786981786,0.08705070073176112,-0.2744135791866456,-0.009371496614918873,0.12184555168650098,0.21740911496026635,0.02945489329186975,0.04151445973949824,0.23163469041326307,0.16591459093204156,0.13122836284310316,0.28578160236365685,0.10025379964573633,0.10120769546420968,0.19865262406455808,0.14089344027639475,-0.0024701923696042473,0.23344609677849615,0.1866299492225339,0.12229742070181612,0.3159817873589961,0.13617387736680503,0.09448110210518955,0.03481399152341201,0.09552901967145644,0.17768688112448783,0.07489282640844501,0.08702071749056622,0.04076926333195664,0.2592785498282276,0.2410169283249546,0.18628448213417248,0.2555060984610932,-0.007817993613112688,0.127253418319203,0.22460243332619678,0.28284284034162654,0.15317579645848048,0.0642708132624106,-0.002706317299806295,0.09409845695172947,0.1480865285982096,0.04277821524619111,0.03441649431461267,0.003832305045563902,0.20659388644059123,-0.02700853618131164,0.19559415428486698,-0.07430923987216953,0.07340313222942933,0.20528116847901706,0.19199667989272068,0.27157235692913206
